"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-01","1999-03-23",1064,"MORENO Nº 1","Buenos Aires","Importado","1999","","SEDAN 4 PTAS","024","CHEVROLET","022","VECTRA TURBO DIESEL","1","Privado","Física","PASO DEL REY","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-01","2000-01-06",1113,"SAN VICENTE","Buenos Aires","Nacional","2000","","RURAL 3 PUERTAS","34","PEUGEOT","AF","PARTNER BRKN","1","Privado","Física","A.KORN","BUENOS AIRES","Masculino","1977","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-11","2006-04-10",1113,"SAN VICENTE","Buenos Aires","Nacional","2006","","AMBULANCIA","29","MERCEDES BENZ","AS","SPRINTER 311 CDI/F 3000","1","Privado","Jurídica","SAN VICENTE","BUENOS AIRES","No aplica","2016","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-04","2005-01-07",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2005","","SEMI ACOPLADO","92","PINCEN","25","SCS 15,4 2+1E","1","Privado","Física","PABLO PODESTA","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-11","2007-07-06",1121,"MAR DEL PLATA Nº 03","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","GH","PARTNER FURGON 1.4 N PLC CONFORT","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1965","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-15","1991-09-04",1123,"SAN MARTIN Nº 3","Buenos Aires","Nacional","1991","","BERLINA 5 PUERTAS","37","RENAULT","20","11 TS","1","Privado","Física","J.L.SUAREZ","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-18","1998-02-06",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","01","CORSA GL 1.6 MPFI 4 PTAS","1","Privado","Física","BELLA VISTA","BUENOS AIRES","No identificado","1988","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-02","2000-09-29",1134,"LANUS Nº 3","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","80","CORSA GL 1.6 MPFI 5P (AA + DP)","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-10","1999-08-31",1134,"LANUS Nº 3","Buenos Aires","Importado","1999","","FURGON VIDRIADO","044","FIAT","461","DUCATO 2.8D PM15","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1955","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-30","2000-06-05",1146,"MERLO Nº 2","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","61","CORSA 4P WIND 1.7 D","1","Privado","Física","MERLO","BUENOS AIRES","No identificado","1980","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-16","2009-08-26",1151,"AVELLANEDA Nº 4","Buenos Aires","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Femenino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-18","2001-01-22",1151,"AVELLANEDA Nº 4","Buenos Aires","Nacional","2001","","FURGON 3550","29","MERCEDES BENZ","AC","SPRINTER 312D/F3550","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-11","1999-01-22",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","1999","","FURGON VID C/ASIENTO","29","MERCEDES BENZ","90","SPRINTER310D/F3000","1","Privado","Física","G.CATAN-LA MATANZA","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-29","1997-12-05",1185,"ADROGUE Nº 3","Buenos Aires","Importado","1997","","FURGON VIDRIADO","044","FIAT","132","DUCATO 2.5D P.M.14 G.V.VETRATO","1","Privado","Física","BURZACO","BUENOS AIRES","No identificado","1967","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-14","2010-11-29",1192,"MORON Nº 07","Buenos Aires","Nacional","2010","","FURGON VIDRIADO CON","37","RENAULT","WA","KANGOO CONFORT 1.5 DCICDAADASVT1P(600KG)","1","Privado","Física","CASTELAR","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-12-09","1995-02-14",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","1995","","CHASIS CON CABINA P/","29","MERCEDES BENZ","44","BM688 VERSION 710","1","Privado","Física","R. MEJIA","BUENOS AIRES","No identificado","1968","ARGENTINA",50,"06","ARG"
