"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-01","1987-08-10",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1987","","BERLINA 5 PTAS","37","RENAULT","20","11 TS","1","Privado","Física","LUIS GUILLON-E. ECHEVERRIA","BUENOS AIRES","No identificado","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-22","2000-01-27",1107,"LANUS Nº 2","Buenos Aires","Nacional","2000","","3 PTAS","08","CHEVROLET","78","CORSA GL 1.6 MPFI 3P (AA+DP)","1","Privado","Física","LANUS","BUENOS AIRES","No identificado","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-07","1996-02-29",1120,"LA MATANZA Nº 03","Buenos Aires","Nacional","1996","","BERLINA 4 PUERTAS","37","RENAULT","BA","RENAULT 19 RL TRIC/AAC/SD","1","Privado","Física","G.DE LAFERRERE","BUENOS AIRES","No identificado","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-16","1994-03-29",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","1994","","BERLINA","37","RENAULT","93","RENAULT 11 GTL","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-04","2001-04-26",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Nacional","2001","","BERLINA 4 PTAS.","37","RENAULT","FE","MEGANE RN TRI AA 16V F2","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-22","1994-02-23",1148,"LOMAS DE ZAMORA Nº 4","Buenos Aires","Protocolo 21","1994","","RURAL","","FIAT","","DUNA WE DIESEL 1.7","1","Privado","Física","TEMPERLEY","BUENOS AIRES","Masculino","1942","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-04","1993-06-24",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","1993","","CHASIS C/CABINA P/CA","29","MERCEDES BENZ","44","L 710D/37","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-24","1997-03-18",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","1997","","BERLINA 3 PTAS","37","RENAULT","BS","CLIO RN 3 PTAS PACK AA","1","Privado","Física","CIUDAD EVITA","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-23","1997-12-01",1158,"TRES DE FEBRERO Nº 3","Buenos Aires","Nacional","1997","","COMBI 3550","29","MERCEDES BENZ","93","SPRINTER 310 D/C3550","1","Privado","Física","CIUDADELA","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2020-09-18","1995-07-13",1164,"MAR DEL PLATA Nº 06","Buenos Aires","Importado","1995","","AUTOMOVIL","","KIA","","SPORTAGE 2.2L","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
